Name,Location,Study Program,Sector,Rating,new_Rating,Cities
Army Public School and College for Boys Rawalpindi Cantt,"Army Public School & College (Boys), Ordnance Road, Rawalpindi Cantt",FSc Pre Medical Fsc Pre Engineering ICom ICS FA,Private,0*,0*,Rawalpindi
Rainbow Foundation High School & Girls College Rawalpindi Cantt,"Rainbow Foundation High School & Girls College, 13-Al-Mumtaz Colony, Adiala Road, Rawalpindi Cantt",FSc Pre Engineering Fsc Pre Medical ICs Computer Science ICom FA,Private,0*,0*,Rawalpindi
FG Degree College for Women Bannu Cantt,BANNU CANTT,FA ICs Computer Science FSc Pre Medical FSc Pre Engineering,Public,0*,0*,Bannu
PIES School and College Islamabad,"PIES School & College, 12-K, Sitara Market, Markaz G-7, Islamabad",FA ICS ICom FSc Pre Medical FSc Pre Engineering FSc General Science,Private,0*,0*,Islamabad
RITE College Women Kohat,Kohat,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Kohat
Stars Group of Colleges Bahawalpur,"Wakeel Wali Chak, Bahawalpur ",ICS Computer Science FSc Pre Medical ICom FA FSc Pre Engineering,Private,0*,0*,Bahawalpur
Govt Degree College Sillanwali Sargodha,Govt Degree College Sillanwali Sargodha,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Public,0*,0*,Sargodha
Govt Degree College Mathra Peshawar,Govt Degree College Mathra Peshawar,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,0*,0*,Peshawar
Govt Institute of Commerce Kallurkot Bhakkar,Govt Institute of Commerce Kallurkot Bhakkar,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Public,0*,0*,Bhakkar
All City Leadership School And College Islamabad,"All City Leadership School And College (ACL), Main Barma Road, Pindorian, Near Tube Well No.18, Madina Town (F.A), P.O. Tarlai, Islamabad",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Private,0*,0*,Islamabad
RITE College Boys Haripur,Haripur,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Haripur
Ittefaq Model School & College Peshawar,Surizai Bala Peshawar,FA Fsc Pre Medical FSc Pre Engineering,Private,4*,4*,Peshawar
Recknors Corporate Training Workshops Karachi,"47A/1, STREET 48 BLOCK 6, PECHS NURSERY SHARA-E-FAISAL, KARACHI.",FSc Pre Medical Fsc Pre Engineering ICS Computer Science ICom FA Art,Private,0*,0*,Karachi
Stars Group of Colleges Muridke,"Peer – Baha-ud-Din Arcade, Main G.T Road, Muridkey",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA FSc General Science,Private,0*,0*,Muridkey
Falak College Islamabad,"Bhara Kahu, Islamabad",FA FSc Pre Engineering FSc Pre Medical ICom,Private,0*,0*,Islamabad
Govt Degree College Bhagtanwala Sargodha,Govt Degree College Bhagtanwala Sargodha,FA FA General Science FSc Pre Medical FSc Pre Engineering ICs Computer Science,Public,0*,0*,Sargodha
Govt Boys Degree College Mangowal Gujrat,Govt Boys Degree College Mangowal Gujrat,FA Fsc Pre-Engineering FSc Pre-Medical FA General Science ICom,Public,0*,0*,Gujrat
Govt College For Women Pindigheb Attock,Govt College For Women Pindigheb Attock,FA Fsc Pre-Engineering FSc Pre-Medical FSc General Science ICS,Public,0*,0*,Attock
Govt Post Graduate College for Women Samundri Faisalabad,Govt Post Graduate College for Women Samundri Faisalabad,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS Icom Dcom,Public,0*,0*,Faisalabad
RITE College Women Charsadda,Charsadda,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Charsadda
Govt College For Women Mian Channu Khanewal,Govt College For Women Mian Channu Khanewal,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,0*,0*,Khanewal
S N T College of Textile & M S Karachi,"50-M, Block-6, Near Nursery Stop, Masjid Nomania, Shahrah-e-Faisal, Karachi",FA Icom FSc Pre Medical FSc Pre Engineering,Private,0*,0*,Karachi
Federal Abdali College and School Rawalpindi Cantt,"Federal Abdali College and School, Misrial Road, Chaman Abad, Rawalpindi Cantt",FA FSc Pre Engineering FSc Pre Medical ICS ICom,Private,0*,0*,Rawalpindi
Government College For Women farooq Colony Sargodha,FARROQ COLONY SARGODAH,FA ICs Computer Science FSc Pre Engreening FSc Pre Medical,Public,0*,0*,Sargodha
The Oasys School Karachi,"C-53, Block-2, Clifton, Karachi",FSc Pre Medical Fsc pre Engreening ICS ICom FA,Private,0*,0*,Karachi
Rise Group of College kasur,VU campus Baldia chowk kasur,FA ICOM FSC Pre Engineering FSC Pre Medical ICS,Private,1.25*,1*,kasur
Govt Institute of Commerce Naushera Khushab,Naushera Khushab,Dcom FA FSc Pre Engineering FSc Pre Medical ICS Computer Science Icom DBA,Public,0*,0*,Khushab
PIES Group of Schools and Colleges islamabad,"PIES Group of Schools & Colleges (Ghouri Town Campus), Gangal East, Ghouri Town PH-II, Service Road, Near Total Petrol Pump, Islamabad",FSc Pre Medical Fsc Pre Engineering FA ICom ICS FSc General Science,Private,0*,0*,Islamabad
United Chenab School and College Islamabad,United Chanab School and College 342-L Police Foundation Main Road PWD Islamabad,FSc Pre Medical Fsc Pre Engineering ICs Computer Science ICom FA,Private,0*,0*,Islamabad
RITE College Women Mansehra,Mansehra,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Mansehra
Euro Ark College,"Ist Floor ,Al-Ahmed Plaza Shelly Valley Range Road, Rawalpindi",FA ICom FSc Pre Medical FSc Pre Engineering ICS,Private,0*,0*,Rawalpindi
Umer College of Science and Commerce Lahore,"894-N, Poonch Road, Near Umer Grammer School Samanabad Lahore",FSc Pre Engineering Fsc Pre Medical ICS ICom,Private,0*,0*,Lahore
Govt College of Commerce Fateh Garh Lahore,3-Saeed Block Canal Bank Housing Scheme Fatehgarh Lahore,FSc Pre Medical Fsc Pre Engineering ICom ICS FA Diploma in Commerce DCom,Public,0*,0*,Lahore
Govt Institute of Commerce Noorpur Thal Khushab,Noorpur Thal Khushab,Dcom FA FSc Pre Engineering FSc Pre Medical ICS Computer Science Icom DBA,Public,0*,0*,Khushab
Govt Degree College For Women Kudwala Yazman Bahawalpur,Govt Degree College For Women Kudwala Yazman Bahawalpur,FA Fsc Pre Medical FSc Pre Engineering,Public,0*,0*,Bahawalpur
College of Accounts and Finance Rawalpindi,B-69 Hamza Plaza Commercial Market Rawalpindi,ACCA CIMA,Private,0*,0*,Rawalpindi
RITE College Women Bari kot Swat,Bari kot Swat,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Swat
The Guardian School & College Islamabad,"The Guardian School & College, Pindorian, P.O.Tarlai, Near Minhas Palace (F.A), Islamabad",FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science ICom,Private,0*,0*,Islamabad
Govt Institute of Commerce Mankera Bhakkar,"Bhakkar-Jhang Rd, Mankera Shehr, Mankera Punjab",ICS Computer Science ICom DCom,Public,4*,4*, Bhakkar
Roots Girls College Rawalpindi,"Roots Girls College, 83-Harley Street, Chaklala Cantt Rawalpindi",FSc Pre-Engineering Fsc Pre-Medical ICS FA General Science FA,Private,0*,0*,Rawalpindi
"Govt. Institute of Commerce, Isakhel, Mianwali",Mianwali Banu Road Isakhel,ICom,Public,0*,0*,Isakhel
RITE College Boys Peshawar,Peshawar Khyber Pakhtunkhwa,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Pakhtunkhwa
Ashrafi College Karachi,"Rashid Minhas Road, Gulshan Chowrangi, Gulshan-e-Iqbal, Karachi",FA ICs Computer Science FSc Pre Engineering FSc Pre Medical ICom,Private,0*,0*,Karachi
Govt Sir Syed Inter College Katas Choa Saidan Shah Chakwal,Chakwal,FA Fsc Pre Medical FSc Pre-Engineering ICS,Public,4.5*,4*,Chakwal
Sadiq Science College Rawalpindi,"96-B, Lane 3, Harley Street, Rawalpindi",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom,Private,0*,0*,Rawalpindi
Govt Degree College For Women Yazman Bahawalpur,Govt Degree College For Women Yazman Bahawalpur,FA FSc Pre Engineering FSc Pre Medical FSc General Science,Public,0*,0*,Bahawalpur
Govt Degree College Mangwal Chakwal,Chakwal,FA Fsc Pre-Engineering FSc Pre-Medical ICS,Public,0*,0*,Chakwal
Government Degree College for Women Dullewala Bhakkar,Bhakkar,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Public,0*,0*,Bhakkar
Govt Degree College for Boys Bhera,"Saddique Abad Colony, Infront of Railway Station, Bhera, District Sargodha",FA ICS FSc Pre Engineering FSc Pre Medical ICom,Public,0*,0*,Sargodha
Rise School of Accountancy Shiekhupura,"Civic Center, New Police Station A-Division Shiekhupura",ACCA,Private,0*,0*,Sheikhupura
"Indus School of Accountancy, Karachi","FL-4/18, Block-5, Gulshan-e-Iqbal, Near NIPA, Main Rashid Minhas Road, Karachi",Icom Dcom,Private,0*,0*,Karachi
Govt Degree College Kakki Bannu,"Kakki,Latamber Bannu",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,0*,0*,Bannu
Govt College of Commerce Faisalabad Road Sargodha,Govt College of Commerce Faisalabad Road Sargodha,ICom,Public,0*,0*,Sargodha
"Govt. Institute of Commerce (W), Gujrat",Jalalpur Jattan Road Gujrat,ICom,Public,0*,0*,Gujrat
Islamia Girls Degree College Kohat,SHIMLA PAHARI KOHAT,FSc Pre Medical FSc Pre Engineering ICS ICom FA,Private,0*,0*,KOHAT
Govt Institute of Commerce For Women Jhelum,Govt Institute of Commerce For Women Jhelum,Dcom IT,Public,0*,0*,Jehlum
Stars Group of Colleges Multan,Opposite combination restaurant near Al-Hamra Bakery street #1 Peer Khursheed Colony Road Multan,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,0*,0*,Multan
Stars Group of Colleges Sharaqpur,Bara Adda Jaranwala Road Sharaqpur Shareef,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,3.5*,4*,Shareef
Govt Degree College Ghoriwala Bannu,"Ghoriwala, Latamber Bannu",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,5*,5*,Bannu
Swedish Group of Technical Institute,"319-A, Shair Shah Road, Near Gilled Hotel, Multan",DAE Civil Technology DAE Electronics Technology DAE Electrical Technology DAE Chemical Technology DAE Mechanical Technology DAE Telecommunication Technology ,Private,0*,0*,Multan
Government G N Degree College For Women Nankana Sahib,Near T-H-Q Hospital Nankana Sahib,FA ICs Computer Science FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Sahib
Fies Group of Schools and Colleges Islamabad,"FIES Group of Schools and Colleges, Near Athal Chowk, Main Murree Road, Bhara Kahu (F.A), Islamabad",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Private,0*,0*,Islamabad
Army Public School and College for Boys Rawalpindi,"Army Public School & College for Boys, Westridge III, Range Road, Rawalpindi",ICS Fsc Pre Medical FA ICom FSc Pre Engineering,Private,0*,0*,Rawalpindi
Govt Degree College Peer Phullahi Chakwal,Chakwal,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science FA General Science,Public,0*,0*,Chakwal
Govt College Of Commerce Shahpur Sadar Sargodha,Govt College Of Commerce Shahpur Sadar Sargodha,Dcom ICom,Public,0*,0*,Sargodha
Dar-e-Arqam College of Commerce Narwala Road Faisalabad,Dar-e-Arqam College of Commerce 54-A Narwala Road Faisalabad,Dcom ICom,Public,1*,1*,Faisalabad
Govt College for Women Faisalabad,Govt College for Women D-Type Colony Faisalabad,FA FSc Pre Engineering FSc Pre Medical,Public,3*,3*,Faisalabad
Stars Educational Natwork Faisalabad,"667-B, Batyala Colony, Saleemi Chowk Safiana Road, Faisalabad",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,0*,0*,Faisalabad
Stars Group of Colleges Rahim Yar Khan,Opposite to Govt post graduate college for women. Atta road. Canal Park Rahim Yar Khan.,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,0*,0*,Khan.
Govt Institute of Commerce Haroonabad Bahawalnagar,Govt Institute of Commerce Haroonabad Bahawalnagar,FA Icom DCom,Public,0*,0*,Bahawalnagar
Govt Degree College Farooka Sargodha,Govt Degree College Farooka Sargodha ,FA FA General Science FSc Pre Medical FSc Pre Engineering,Public,0*,0*,Sargodha
General Nursing and Midwifery School Gujrat,General Nursing and Midwifery School Gujrat,FSc Pre Medical,Private,0*,0*,Gujrat
Superior College Ali Pur Chattha,Superior College Ali Pur Chattha,FSC Per Engineering FSC Per Medical FA ICOM ICS Computer Seiences,Private,0*,0*,Chattha
Stars Academy Mandi Bahauddin,"Ghega House Phalia Road Near Eiffel Town, Mandi Bahaudin.",ICS Computer Science FSc Pre Medical FSc Pre Engineering FA ICom,Private,0*,0*,Baha-ud-Din
Govt Degree College Boys Dulle Wala Darya Khan Bhakkar,Govt Degree College Boys Dulle Wala Darya Khan Bhakkar,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Private,0*,0*,Bhakkar
"Fixon School of Art & Creative Techniques, Karachi","Mezzanine Floor, Plot No. 8-C, Street No. 1, Badar Comm. Area, Phase-V, (Ext), DHA, Karachi",FA,Private,0*,0*,Karachi
Govt Degree College Bhera Sargodha,Govt Degree College Bhera Sargodha,FSc Pre Medical FSc Pre Engineering FSc General Science FA,Public,0*,0*,Sargodha
Government Technical and Vocational Centre Women Kohat,OTS Road,FSc Pre Medical Fsc Pre Engineering ICom ICS FA,Public,0*,0*,Kohat
Govt Degree College Women Data Nagar Lahore,Govt Degree College Women Data Nagar Lahore,ICS Fsc Pre Engineering FSc Pre Medical ICom FA BA,Public,0*,0*,Lahore
Pakistan Aimed Education Colleges Faisalabad,Faisalabad,FA FSc Pre Engineering FSc Pre Medical ICom ICS  Computer Science,Private,0*,0*,Faisalabad
Govt Institute of Commerce Minchinabad Bahawalnagar,Govt Institute of Commerce Minchinabad Bahawalnagar,Dcom Icom FA,Public,0*,0*,Bahawalnagar
Government Postgraduate Boys College Bagh,BAGH AZAD KASHMIR.,FSc Pre Engineering Fsc Pre Medical FA,Public,0*,0*,Kashmir
Fazaia Intermediate College Islamabad,E-9 Islamabad,FSc Pre Medical Fsc Pre Engineering FA ICs Computer Science ICom,Private,3*,3*,Islamabad
Govt Postgraduate College for Women Bagh Azad Kashmir,BAGH AZAD KASHMIR.,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,0*,0*,Kashmir
RITE College Women Dargai Malakand,Dargai Malakand,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Malakand
"Govt. Institute of Commerce (W), Sargodha","308-A Satellite Town A.Block Near Chungi No.09, Sargodha",Icom Dcom,Private,0*,0*,Sargodha
Stars Group of Colleges Layyah,Layyah,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,0*,0*,Layyah
Army Public School and College for Girls Rawalpindi Cantt,"Army Public School and College for Girls, Range Road, Westridge-III, Rawalpindi Cantt",ICS Fsc Pre Engineering FSc Pre Medical ICom FA,Private,2*,2*,Rawalpindi
Little Oxford College of Commerce,"154/1, Bank Road, Rawalpindi Cantt, ",FA Icom ICS Computer Science Fsc Pre Engineering Fsc Pre Medical,Private,0*,0*,Rawalpindi
Govt Institute of Commerce for Women Bahawalnagar,Govt Institute of Commerce for Women Bahawalnagar,Dcom FA ICom,Public,0*,0*,Bahawalnagar
Govt Degree College Women Chung Lahore,Govt Degree College Women Chung Lahore,FA FSc Pre Engineering FSc Pre Medical ICS ICom,Public,1*,1*,Lahore
Govt Girls Degree College Chagarmatti Peshawar,Govt Girls Degree College Chagarmatti Peshawar,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Public,0*,0*,Peshawar
Govt Institute of Commerce For Women Gujrat,Gujrat,DCom,Public,0*,0*,Gujrat
Government G N Degree College For Boys Nankana Sahib,Near DCO Complex Nankana Sahib,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,0*,0*,Sahib
Stars Group of Colleges Sargodha,"88-A, Satellite Town, Sargodha",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,0*,0*,Sargodha
PAF Degree College Kohat,"Ghazi Camp, Bannu Rd, Kohat",FSc Pre Engineering FSc Pre Medical FSc General Science,Private,0*,0*,Kohat
Govt College Women Hassanabdal District Attock,Govt College Women Hassanabdal District Attock,FA FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Attock
The QIMS Group of Schools & Colleges,Peshawar,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Peshawar
Govt Degree College Women Rakh Chabeel Lahoree,Govt Degree College Women Rakh Chabeel Lahoree,ICS Icom FA FA General Science FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Lahore
Federal Kintaar College Rawalpindi Cantt,"Federal Kintaar College, Harley Street, Kalma Chowk, Rawalpindi Cantt",FA ICS FSc Pre Medical FSc Pre Engineering Icom,Private,0*,0*,Rawalpindi
Government Degree College for Women Jandanwala District Bhakkar,Jandanwala District Bhakkar,FA FSc Pre Engineering FSc Pre Medical ICom ICS  Computer Science,Public,0*,0*,Bhakkar
RITE College Boys Dera Ismail Khan,Dera ismail khan,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Dera Ismail Khan
Mohtarma Benazir Bhutto Higher Secondary School Lahore,Sadique Pura Data Nagar Badami Bagh Lahore,FSc Pre Engineering Fsc Pre Medical ICom ICS FA,Private,0*,0*,Lahore
RITE College Women Swabi,Swabi,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Swabi
Universal College of English & Commerce Lahore,Main Road Near Govt. Islamia High School,Fsc Pre Engineering FSc Pre Medical ICS ICOM FA,Private,0*,0*,Lahore
Rising Stars Model School and College Rawalpindi Cantt,"Rising Stars Model School and College, Dhoke Gujran, Misrial Road, Rawalpindi Cantt",FA ICS ICom FSc Pre Medical FSc Pre Engineering,Private,0*,0*,Rawalpindi
Govt Institute of Commerce Jhang Road Faisalabad,Govt Institute of Commerce Jhang Road Faisalabad,Dcom ICom,Public,0*,0*,Faisalabad
Govt Institute of Commerce Hasilpur Bahawalpur,Govt Institute of Commerce Hasilpur Bahawalpur,Dcom Icom FA DBA DHO,Public,0*,0*,Bahawalpur
"Govt. Institute of Commerce, Mandi Baha-ud-Din",Mandi Baha ud Din,Icom Dcom,Private,0*,0*,Din
Stars Group of Colleges Shahdara,35-A GT Road Shahdara Lahore.,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,0*,0*,Lahore
Govt College of Commerce Ahmadpur Sharqia Bahawalpur,Govt College of Commerce Ahmadpur Sharqia Bahawalpur,Dcom FA ICom,Public,0*,0*,Bahawalpur
"Ferzan School of Accountancy, Karachi",3FL- Gulshion Iqbal B-L5,ACCA,Private,0*,0*,Karachi
Government College Boys Bhalwal,Gujrat road Bhalwal,FA FSc Pre Engineering FSc Pre Medical FSc General Science,Public,5*,5*,Bhalwal
Govt Degree College Muslim Bagh,BAGH AZAD KASHMIR.,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,0*,0*,Kashmir
"Mithani College of Commerce & Economics, Karachi","C-14, Block 5, Gulshe-e-Iqbal, University Road",ACCA ICMA  PCIMA CMCA CPCA ACMA,Private,0*,0*,Karachi
