Name,Location,Study Program,Sector,Rating,new_Rating,Cities
Cadet College Swat,Cadet College Swat Gulibagh Swat,FSc Pre Medical FSc Pre Engineering FSc Computer Science FA General Science Icom,Private,2*,2*,Swat
Apwa Youth College for Girls Lahore,"65-Jail Road, Lahore.",FA Fsc Pre Engneering FSc Pre Medical ICS Computer Science ICom ICS Physics,Private,5*,5*,Lahore
Trinity Girls College Karachi,"Close to Avari Towers, Saddar, Karachi",FA FSc Pre Engineering FSc Pre Medical ICom,Private,2*,2*,Karachi
"Garrison Post Graduate College for Women, Lahore","Garrison Post Graduate College for Women, 52 Tuffail Road, Lahore Cantt",FA ICom ICS FSc Pre Medical FSc Pre Engineering FA General Science,Private,0*,0*,Lahore
Zawiya Academy Islamabad,"3rd Floor, Al-Babar Center, F-8 Markaz, Islamabad",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS IComA Level,Private,2*,2*,Islamabad
"ILM College, Lahore","72 - 74 Usman Block Garden Town, Lahore",FSc Pre Medical Fsc Pre Engineering ICom ICS FA,Private,0*,0*,Lahore
Islamabad Model College for Boys H-9 Islamabad,Islamabad Model College for Boys H-9 Islamabad,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,3*,3*,Islamabad
Punjab Group of Colleges Sahiwal,Pakpattan Road Sahiwal,FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Private,4*,4*,Sahiwal
Punjab Group of Colleges Gujar Khan,Near Al-Noor Hotel G.T Road Gujar Khan,FA ICS Computer Science ICom FSc Pre Medical FSc Pre Engineering FA General Science,Private,4*,4*,Gujar Khan
Govt Post Graduate College for Girls Sahiwal,Govt Post Graduate College for Girls Sahiwal,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Sahiwal
"Govt. Postgraduate College, Mirpur","Mirpur, Azad Jammu & Kashmir",FA FSc Pre Engineering FSc Pre Medical,Private,4*,4*,Kashmir
Govt Vocational Training Institute (W) (RMGTC) Bahawalpur,"Farid Gate, Bahawalpur",FA FSc Pre Engineering FSc Pre Medical ICS ICom,Private,0*,0*,Bahawalpur
"Anis Hassan School of Accountancy, Karachi","12-C, Lane 9, Sehar Commercial Area Phase 7, DHA Karachi, ",FA FSc Pre Engineering FSc Pre Medical ACCA CIMA FIA A-Level,Private,4.75*,5*,Karachi
Cadet College Rawalpindi,"Near Chakri Interchange , Islamabad-Lahore Motorway M-2 , Rawalpindi",FSc Pre Medical FSc Pre Engineering ICS ICom FA,Private,0*,0*,Rawalpindi
Govt Degree College for Women Murree Road Rawalpindi,MURREE ROAD RAWALPINDI ,FA ICS I.Com FSc Pre Medical FSc Pre Engineering,Public,0*,0*,RAWALPINDI
Fazaia College of Education for Women Lahore,Sarwar Road Lahore Cantt,FSc Pre Engineering Fsc Pre Medical FA ICom ICS,Private,0*,0*,Lahore
"Hyderabad Institute of Arts, Science & Technology (HIAST), Hyderabad","Auto Bhan Road, Latifabad, Hyderabad",FSc Pre Medical Fsc Pre Engineering,Private,5*,5*,Hyderabad
"Kashmir Model College, Mirpur","15-B/2, Mirpur, Azad Jammu & Kashmir",FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,0*,0*,Kashmir
SKANS School of Accountancy Faisalabad,"P-2/2 Lyal Pur Cold Store, Soosan Road, Madina Town, Faislabad",FA Icom ICS Computer Science Fsc Pre Engineering Fsc Pre Medical,Private,0*,0*,Faisalabad
Punjab Group of Colleges Gujrat,Punjab Group of Colleges Gujrat,FA ICom FSc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Private,1.75*,2*,Gujrat
Govt Post Graduate College Jhang,Govt Post Graduate College Jhang,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science FA General Science,Public,3*,3*,Jhang
Superior Group of Colleges Kharian,"Main G.T. Road, Kharian",Fsc Pre Engineering FSc Pre Medical ICS ICOM FA,Private,2*,2*,Kharian
Army Public School Eme College Campus Rawalpindi,"Army Public School, EME College Campus, Peshawar Road, Rawalpindi",ICS FSc Pre Engineering FSc Pre Medical FA I.Com,Private,0*,0*,Rawalpindi
Center for Professional Excellence (CPE) Islamabad,"44, Nazim-u-Din Road, F-7/4, Behind Saudi Pak Tower, Islamabad.",ACCA FIA,Private,0*,0*,Islamabad
"College of Medical Laboratory Technology, Islamabad","College of Medical Laboratory Technology, Islamabad",FSc Medical Laboratory Technology,Private,5*,5*,Islamabad
Punjab College for Women Lahore,"1 Noon Avenue, New Muslim Town Lahore",FSc Pre Engineering Fsc Pre Medical ICom ICs Computer Science FSc General Science,Private,4*,4*,Lahore
The Peace Group Of Schools & Colleges Abbottabad,"Mansehra Road, Opposite Radio , Abbottabad",FSc Pre Medical Fsc Pre Engineering ICS Computer Science,Private,3*,3*,Abbottabad
Grafton College of Management Sciences Islamabad,"Grafton College No.6, Park Road, Chuck Shahzad, P.O Tarlai Kalan Islamabad, ",FSc Pre-Engineering Fsc Pre-Medical FA ICS Computer Sciences ICom DAE in Electrical Engineering DAE in Electronics Engineering DAE in Civil Engineering,Private,0*,0*,Islamabad
Pakistan Finance College Lahore,"93- Shadman I, Shadman Chowck, Lahore",FSc Pre Medical ICS ICOM Fsc Pre Engineering,Private,0*,0*,Lahore
"Zarai University, Faisalabad",University of Agriculture University Main Rd? Faisalabad,FA I.Com FSc Pre Medical FSc Pre Engineering ICS,Private,0*,0*,Faisalabad
Grafton College Islamabad,"Grafton College No.6, Park Road, Chuck Shahzad, Islamabad, ",FA FSc Pre-Engineering FSc Pre-Medical ICS Icom DAE Civil Technology FA General Science DAE Electrical Technology DAE Electronics Technology,Private,0*,0*,Islamabad
Punjab Group of Colleges Chakwal,Bhoun Road Chakwal,FA Fsc Pre Medical FSc Pre Engineering ICom ICS Computer Science FA General Science,Private,3*,3*,Chakwal
Kips Academy Model Town Campus Bahawalpur,"Adil Plaza, Ahmad Pur Road Opp. Circuit House.",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Bhawalpur
Haris Institute Peshawar,"Fakhr-e-Alam Road, Peshawar Cantt.",Fsc OT Tech FSc Imaging Tech FSc Medical Lab Tech,Private,0*,0*,Peshawar
Govt Degree College for Women Marghzar Colony Lahore,Govt Degree College for Women Marghzar Colony Lahore,FSc Pre Medical Fsc Pre Engineering FA Arts FA General Science ICom ICS,Public,0*,0*,Lahore
"Govt. Jinnah Islamia College, Sialkot","Govt. Jinnah Islamia College, Sialkot",FA ICs Computer Science Icom FSc Pre Engineering Fsc Pre Medical,Private,4.25*,4*,Sialkot
Askaria Colleges Girls Wing Rawalpindi,"117- Market Road, Rawalpindi Cantt",FA ICS I.Com FSc Pre Engineering FSc Pre Medical,Private,4*,4*,Sialkot
Govt College for Women Lahore,"38-47/C-II, Ghalib Road, Gulberg-III, Lahore",FA FSc Pre Engineering FSc Pre Medical ICom ICS ,Private,3.75*,4*,Lahore
Government Allama Iqbal College Sialkot,"Khadim Ali Road, Sialkot, ",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,4*,4*,Sialkot
"Pakturk International School & Colleges, Boys Section, Islamabad","Plot No. 3, Park Road, Near Tramwery Chowk. Chak Shehzad, Islamabad",Fsc Pre Engineering Fsc Pre Medical ICS ICOM FA General Science FA,Private,0*,0*,Islamabad
Vertex College Of Science & Technology Mardan Campus,"Behaind UBL Bank Road, Mardan",F.Sc Medical Lab Technology DAE Civil Technology DAE Electrical Technology,Private,0*,0*,Mardan
Jinnah Polytechnic Institute Faisalabad,Zubair Colony Jaranwala Road Faisalabad,DAE in Electrical Technology DAE in Electronics Technology DAE in Mechanical Technology DAE in Civil Technology DAE in Architecture DAE in Instrument Technology,Private,0*,0*,Faisalabad
"Pakistan International Public Schools and College, Abbottabad",Abbottabad 22010,FSc Pre Medical Fsc Pre Engineering ICS Computer Science,Private,0*,0*,Abbottabad
College of Tourism and Hotel Management COTHM Gujranwala,"25-D Satellite Town, Main Dastgir Road, Gujranwala",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0*,0*,Gujrawala
Askaria College Rawalpindi Cantt,"Askaria College, 140-Saifullah Lodhi Road, Rawalpindi Cantt",FSc Pre Medical Fsc Pre Engineering ICS FA ICom,Private,0*,0*,Rawalpindi
Scholars Group of Colleges Rawalpindi,"177-A Sarawar Road Sadar Rawalpindi, Rawalpindi",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom,Private,0*,0*,Rawalpindi
Iqra College of Technology Islamabad,Margalla Railway Station Road H-10/4 ISLAMABAD,DAE Civil Technology DAE Mechanical Technology DAE Electrical Technology DAE Electronics Technology DAE Auto & Diesel DAE Computer Information DAE Refrigeration & Airc conditioning ,Private,0*,0*,ISLAMABAD
Brains Institute Peshawar,"Phase III Chowk, Jamruk Road, Peshawar",FSc Pre Medical Fsc Pre Engineering FSc Computer Sciences FA DCom,Private,0*,0*,Peshawar
"Zawiya Academy Chaklala Scheme III, Rawalpindi","At Front Generation School, Corner of Street 13, Main Imran Khan Avenue, Chaklala Scheme III, Rawalpindi.",FSc Pre Engineering Fsc Pre Medical A Level,Private,0*,0*,Rawalpindi
Fatima Jinnah College For Women Fawara Chowk Gujrat,"Fawara Chowk, Gujrat",FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Private,0*,0*,Gujrat
Govt Islamia College of Commerce Lahore,"1-Ravi Block, Allama Iqbal Town",FA FSc Pre Engineering FSc Pre Medical ICS ICom,Public,0*,0*,Lahore
The City College of Commerce Faisalabad,431-D People’s Colony,Icom FA ICS FSc Pre Medical FSc Pre Engineering,Private,0*,0*,Faisalabad
British University College,Chungi Number 9 Multan,FA Icom ICs Computer Science FSc Pre Engineering FSc Pre Medical FIA ACCA.,Private,0*,0*,Multan
Sir Adamjee Institute Intermediate College,"ST-11A, Block-2, Hussainabad, F. B. Area, Karachi-75900.",FSc Pre Medical Fsc Pre Engineering ICom ICS,Private,0*,0*,Karachi
Sharif College of Engineering and Technology SCET Lahore,"Adda Plot, Jati Umra, Off Raiwind Road, Lahore. ",FSc Pre Medical Fsc Pre Engineering FA ICS ICom,Private,0*,0*,Lahore
Govt Islamia College for Boys Lahore Cantt,Ghazi Abad Cantt,FA FSc Pre Engineering FSc Pre Medical ICS ICom,Private,0*,0*,Lahore
The National College VU Campus Multan,"858-D, Bosan Road, Multan.",FA Icom ICs Computer Science FSc Pre Medical  FSc Pre Engineering FA General Science  DAE Civil Technology DAE Electrical Technology DAE Electronics Technology,Private,0*,0*,Multan
"Abeel School of Accountancy (ASA), Karachi","A: Suite No. 402, Meriums Complex, Bahadurabad",ACCA CIA CFA CIMA,Private,0*,0*,Jhang
Govt Postgraduate College Of Commerce Peoples Colony Faisalabad,Peoples Colony Faisalabad,DAE Civil Technologies DAE Electrical Technologies DAE Mechanical Technologies FA FSc Pre Engineering FSc Pre Medical ICS Computer Science Icom ,Private,0*,0*,Faisalabad
Applied Technologies Institute NLC Mandra,"Tolling Head Office Sowan Camp, Rawalpindi .",I.COM ICS FSC pre medical FSC pre Engineering,Private,0*,0*,Faisalabad
Govt Degree College For Women Multan,"Chungi No. 14, Multan",FA Fsc Pre Medical FSc Pre Engineering ICom ICs Computer Science,Private,2*,2*,Multan
National Institute of Health & Management Sciences (NiHMS) Peshawar,"Waris Road Near PSO Pump Haji Camp, G.T. Road, Peshawar",FSc Dental Technology Fsc Pathology (MLT) Technology Fsc Surgical Technology ,Private,0*,0*,Peshawar
Govt Degree College For Women Dubai Mahal Road Bahawalpur,Govt Degree College For Women Dubai Mahal Road Bahawalpur,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Public,5*,5*,Bahawalpur
Sir Syed Science College,"Tipu Road, Rawalpindi",FSc Pre-Medical FSc Pre-Engineering ICom ICS FA General Science FA,Private,5*,5*,Rawalpindi
Punjab Group of Colleges Attock,"Teen Meela Chowk, Rawalpindi Road Attock",FA ICS Computer Science ICom FSc Pre Engineering FSc Pre Medical FA General Science,Private,0*,0*,Attock
"Punjab College for womens, Gujrat","Main GT Road Near Govt. Science College,",FA FSc Pre Engineering FSc Pre Medical ICom ICS  Computer Science,Private,3*,3*,Gujrat
The American School and College Karachi,"D-116, Block 2, Clifton, Karachi",FSc Pre Engineering Fsc Pre Medical IComFA ICS Computer Scinece A Level,Private,5*,5*,Karachi
Sadiq Public School Bahawalpur,Sadiq Public School Bahawalpur,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS Icom A Level,Private,4*,4*,Bahawalpur
Harmain Institute of Health Sciences (HIHS) Rawalpindi,"I-J-P Road,Westridge III,Gulstan-E-Paker	 Rawalpindi",FSc Medical Laboratory Technology FSc Operation Theatre Technician Fsc Physiotherapy Technician FSc RadiographerI ICS Computer Science Icom Fsc Pre Medical Fsc Pre Engineering FA  ,Private,0*,0*,Rawalpindi
Dr Ziauddin Intermediate College Nazimabad Karachi,Block-B North Nazimabad Karachi,FSc Pre Engineering Fsc Pre Medical FSc Clinical Laboratory Sciences FSc Medical Technology,Private,2*,2*,Karachi
Govt Post Graduate College Samundri Faisalabad,Govt Post Graduate College Samundri Faisalabad,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Public,0*,0*,Faisalabad
University College for Boys University of Peshawar,"Peshawar, Khyber Pakhtunkhwa",FSc Pre Medical Fsc Pre Engineering FA ICS General Sciecne ICS,Public,5*,5*,Pakhtunkhwa
OPF Boys College Islamabad,"OPF Boys College, H-8/4 Islamabad",FSc Pre Medical Fsc Pre Engineering FA A Level ICS ICom,Private,0*,0*,Islamabad
Govt Degree College for Women Shahdara Lahore,Govt Degree College for Women Shahdara Lahore,FA Icom ICS FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Lahore
Faran Institute of Technology FIT Gujrat,Deona Mandi G.T. Road Gujrat,DAE in Civil DAE in Electrical DAE in Electronics DAE in Mechanical DAE in Solar Energy DAE in Safety Inspecter,Private,5*,5*,Gujrat
Bahria College Naval Complex E-8 Islamabad,"Bahria College, Naval Complex, E-8, Islamabad",FSc Pre Engineering Fsc pre Medical ICs Computer Science FSc General Science,Private,3*,3*,Islamabad
Leadership Colleges Network Sialkot,"Ali Building, Khadim Ali Road, Sialkot",FA ICs Computer Science Icom FSc Pre Engineering Fsc Pre Medical,Private,0*,0*,Sialkot
Quaid-e-Azam Degree College Peshawar,"Opp Arbab Niaz Stadium, Faqirabad Road Peshawar City.",FSc Pre-Medical Fsc Pre-Engineering DBA ICS FA ICom FA General Science,Private,0*,0*,Peshawar
IBL College of Commerce Lahore,"18-Civic Center, C-Block, Faisal Town",Icom Fsc Pre Engineering FSc Pre Medical ICS FA,Private,2*,2*,Lahore
Himayat-e-Islam Degree College for Women Lahore,"Himayat-e-Islam Degree College for Women, 119 Multan Road, Lahore, .",FA Fsc Pre Medical FSc Pre Engineering ICom ICS,Private,0*,0*,Lahore
Lahore College of Commerce and Computer Science Lahore,132-G.T. Road Baghban Pura Lahore,FSc Pre Medical Fsc Pre Engineering ICom,Private,1*,1*,Lahore
"Karachi Institute of Management & Technology, Karachi","F-100/A, Block ""F"" Allama Rashid Turabi Road North Nazimabad Karachi (Near Zia Uddin Hospital)",DAE Civil Technology DAE Computer Science DAE Electrical Technology DAE Mechanical Technology DAE Telecommunication DAE Electronics Technology,Private,0*,0*,Lahore
Lyallpur Law College Faisalabad,"670-A Peoples Colony No. 1 Canal Road, Faisalabad",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Private,0*,0*,Faisalabad
Al-Noor College Lahore,"LAJPAT ROAD SHAHDARA, LAHORE",FSc Pre Medical FSc Pre Engineering ICS I.Com FA,Private,5*,5*,LAHORE
Pakistan Degree College Lahore,"8-13, College Block Allama Iqbal Town Lahore",FA ICOM FSc Pre Medical ICS,Private,0*,0*,Lahore
Govt Degree College No.1 Dera Ismail Khan,Govt Degree College No.1 Dera Ismail Khan,FA FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Dera Ismail Khan
Superior Group of Colleges Mandi Bahaudin,"Satt Sira Chowk, Mandi Bahaudin",FSc Pre Engineering Fsc Pre Medical ICs Computer Science ICom FA,Private,5*,5*,Mandi Bahaudin
Aisha Bawany Collegiate Karachi,"185, Main Shahrah-e-Faisal, Karachi, ",FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,2*,2*,Karachi
Govt City Girls College Gulbahar Peshawar,Govt City Girls College Gulbahar Peshawar,FA Fsc Pre Medical FSc Pre Engineering ICs Computer Science,Public,0*,0*,Peshawar
Fazaia Inter College Islamabad,"Fazaia Inter College, E-9, Islamabad",FSc pre Engineering Fsc pre Medical ICs Computer Science FA ICom,Private,0*,0*,Islamabad
Kips Academy Rahim Yar Khan,"Educational Avenue, Eastern Bank Sadiq Canal, Near Govt. Girls College Bridge, R.Y. Khan.",FSc Pre Engineering Fsc Pre Medical ICS FA ICom,Private,4.75*,5*,Rahim Yar Khan
Pakistan Institute of Rehabilitation Sciences Islamabad,"Lehtrar Road, Frash Town, Phase-ll, Islamabad, ",FSc Pre Medical,Private,0*,0*,Islamabad
Govt Degree College For Women Sargodha Road Faisalabad,"Govt Degree College For Women 122/JB, Sargodha Road Faisalabad",FA FA General Science ICS FSc Pre-Medical FSc Pre-Engineering ICom,Public,0*,0*,Faisalabad
Farabi Degree College Peshawar,Peshawar,FSc Pre Medical Fsc Pre Engineering ICs Computer Science ACCA CIMA FCS Computer Science FA,Public,0*,0*,Peshawar
"Govt. Apprentices Training Centre, Township, Lahore","College Road, Township, Lahore",DAE Heating Ventilation Air Conditioning DAE Welding,Public,0*,0*,Lahore
Govt Post Graduate College Attock,Govt Post Graduate College Attock,ICS FA General Science FA FSc Pre-Engineering FSc Pre-Medical,Public,5*,5*,Attock
Hashoo Foundation Human Development Resource Centre Lahore,"8-C, Sir Agha Khan Road, Near Jang News Paper Lahore.",FA FSc Pre Engineering FSc Pre Medical ICom ICS ,Private,0*,0*,Lahore
"Pakistan Knitwear Training Institute, Karachi","C -10 /14, Block -2, Nazimabad, Karachi",Diploma in Garments Manufacturing,Private,0*,0*,Karachi
College of Tourism and Hotel Management COTHM Bahawalpur,"18 / B1, Muhammad Hussain Road, Model Town A, Bahawalpur",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0*,0*,Bahawalpur
Udhyana Institute of Medical Sciences Abbottabad,"58/A-1, Shah Zaman Colony PMA Road Abbottabad",FSc Medical Laboratory Technology,Private,0*,0*,Abbottabad
Federal Science College Wah Cantt,"P 42-44. End of Lane # 2, LalaRukh, Wah Cantt.",FA I.COM ICS FSC Pre Medical FSC Pre Engieenring,Private,0*,0*,Wah cantt
Nishat Degree College Islamabad,"Near Ali Trust, Lehtrar Road, Khanna Pul Islamabad",Icom Fsc Pre Engineering ICS FSc Pre Medical FA,Public,0*,0*,Islamabad
Govt Postgraduate College for Women Shadbagh Lahore,Government College for Women Shadbagh Lahore,FSc Pre Engineering Fsc Pre Medical FSc General Science I.Com ICS FA,Public,2*,2*,Lahore
"Adamson Institute of Business Admin & Tech (IBADAT), Karachi","139 P, Block 2, Kashmir Road, PECHS, Karachi",FSc Pre Medical Fsc Pre Engineering ICom FA General Science,Private,3*,3*,Karachi
"Cadet College Razmak, Bannu","Razmak, North Waziristan Agency, Federally Administered Tribal Areas (FATA), ",FA Icom FSc Pre Engineering FSc Pre Medical ICs Computer Science,Private,0*,0*,Bannu
Govt College of Science Multan,"Government College Of Science, Multan",Fsc Pre Engineering FSc Pre Medical ICS ICOM FA,Public,4*,4*,Multan
"Defence Degree College For Boys, Lahore","305 - R, Phase II, DHA, Lahore Cantt",FSc Pre Engineering Fsc Pre Medical ICS I.Com FA,Private,5*,5*,Lahore
"Mehran Degree Girls College, Karachi","C-116, Near Aisha Manzil Bus Stop Block-6, F.B. Area, Karachi",FA Icom ICS Computer Science Fsc Pre Engineering Fsc Pre Medical,Private,0*,0*,Karachi
Buraq Institute of Technology Rawalpindi,"11-D, 6th Road, Satellite Town, Rawalpindi, ",DAE Civil Technology DAE Electronics Technology DAE Electrical Technology,Private,0*,0*,Rawalpindi
"Askaria Colleges, Boys Wing, Rawalpindi","Bank/Canning Road, Rawalpindi Cantt, ",FA ICS FSc Pre Engineering FSc Pre Medical I.Com,Private,4*,4*,Rawalpindi
Sir Adamjee Institute Management Sciences Karachi,"ST-11A Hussainabad, F.B. Area Block-2, Karachi - 75900",FSc Pre Mediacl Fsc Pre Engineering ICS ICom,Private,0*,0*,Karachi
"Lahore Grammer College for Women, Lahore","173-Shadman II Canal Bank (Service Lane), Lahore",FSc Pre Engineering Fsc Pre Medical ICS FA I.COM FSc General Science,Private,0*,0*,Lahore
Scienta Vision College,"House No. 627, Main Sawan Road, G-10/2, Islamabad",FSc Pre Medical Fsc Pre Engineering ICS,Private,5*,5*,Islamabad
Tameer-e-Nau Public College Quetta,Gulistan Road Near Police Line Quetta,ICS Fsc Pre Eng Fsc Pre Medical,Public,5*,5*,Quetta
Cadet College Larkana,Cadet College Larkana,FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,0*,0*,Larkana
Alhamd Institute of Modern Sciences,"Ibn-E-Seena Road, G-10/3 Islamabad",FSc Pre Medical Fsc Pre Engineering ICs Computer Science ICom,Private,0*,0*,Islamabad
"Quaid-e-Azam Public College, Gujranwala","G.T. Road, Gujranwala (52250)",FSc Pre Medical Fsc Pre Engineering,Private,4*,4*,Gujrawala
Harvard College of Commerce and Sciences Rawalpindi,"Harvard College of Commerce and Sciences,House No. 41, Seham House (Seham Road) Main Peshawar Road,Rawalpindi",FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,4*,4*,Rawalpindi
Rawalpindi Institute of Technology,"Faizabad Murree Road, Rawalpindi",ICs Computer Science Fsc Pre Engineering FSc Pre Medical,Private,0*,0*,Rawalpindi
"Govt. College of Commerce, Sargodha","Govt. College of Commerce, Sargodha",Icom Dcom ICS FA IT,Private,0*,0*,Sargodha
Govt Degree College for Women Mustafabad Lahore,Govt Degree College for Women Mustafabad Lahore,ICS Icom FA FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Lahore
"ICMC Group of Colleges, Rawalpindi","273/A-1, Abid Majeed Road, Near MH, Rawalpindi",FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,0*,0*,Rawalpindi
KIPS Academy Sahiwal,"Stop # 4 house # 102 A-Block officer colony Fareed Town, Sahiwal",FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Private,5*,5*,Sahiwal
Multan College of Physiotherapy Multan,"Multan Public School Road, Link Bosan Road, Multan",FSc Pre Medical,Private,0*,0*,Multan
Leadership Colleges Network Rawalpindi,"C-47, Satellite Town, Near Chandani Chowk, Rawalpindi",FA Fsc Pre Engineering ICs Computer Science ICom FSc Pre Medical,Private,5*,5*,Rawalpindi
Islamabad Science School And College Islamabad,"Islamabad Science School And College, 24-26,Nazim un Din Road, F-8/1, Islamabad",FSc Pre-Engineering Fsc Pre-Medical ICS ICom FA FA General Science,Private,0*,0*,Islamabad
Cadet College Murree,"Cadet College Murree, Kashmir Point Murree Hills",FSc Pre Engineering Fsc Pre Medical ICS ICom,Private,0*,0*,Murree
Govt Polytechnic Institute Sargodha,PAF Road Sargodha,DAE Civil Technology DAE Electrical Technology DAE Electronics Technology DAE Instrumentation DAE Mechanical Technology DAE Zyx (floating Seats),Private,0*,0*,Sargodha
Govt Kulliyat ul Banat Degree College for Women Lahore,Govt Kulliyat ul Banat Degree College for Women Lahore,FA FSc Pre Engineering FSc Pre Medical ICom ICS ,Public,0*,0*,Lahore
"Stars Academy Head Office Iqbal Town, Lahore",30-Kashmir Block Allama Iqbal Town Lahore.,FSc Pre Medical FSc Pre Engineering ICS Computer Science ICom FA FSc General Science,Private,5*,5*,Lahore
Star Institute Cavalry Ground Campus Head Office Lahore,"Plaza No. 54, First Floor, Cavalry Ground, Lahore, Cantt.",FSc,Private,2*,2*,Lahore
Lawrence College Ghora Gali Murree,Lawrence College Ghora Gali Murree,FSc Pre Engineering Fsc Pre Medical FA General Science,Private,0*,0*,Murree
Madina Group of Colleges Faisalabad,"P-83, Millat Chowk, Sheikhupura Road, Faisalabad.",FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Private,0*,0*,Faisalabad
Superior Group of Colleges Gujrat,"GT Road, Gujrat, ",FSc Pre Engineering Fsc Pre Medical ICS FA ICom,Private,3*,3*,Gujrat
The Quaid-e-Azam Group of Schools & Colleges Swabi,"Jehangira Road, Panjpir Swabi",FSc Pre Medical Fsc Pre Engineering ICS ICom,Private,0*,0*,Swabi
"Faisalabad College of Science & Commerce, Faisalabad",107-C People’s Jaranwala Road Colony Faisalabad,FA Icom ICS Computer Science Fsc Pre Engineering Fsc Pre Medical,Private,0*,0*,Faisalabad
Chenab Group of Colleges CGC Rawalpindi,"KRL Road, Khanna Pul, Near Islamabad Expressway, Rawalpindi",FA ICS I.Com FSc Pre Medical FSc Pre Engineering,Private,0*,0*,Rawalpindi
Government College For Women Chandni Chowk Sargodha,CHANDNI CHOWK SARGODHA,FA Fsc Pre Medical Fsc pre Engeerning ICs Computer Science,Public,0*,0*,SARGODHA
Govt College of Technology for Women Lytton Road Lahore,"2 - Lytton Road, Lahore",Dcom DDM Dress Designing & Dress Making Electronics Technology CIT Computer Information Technology,Private,0*,0*,Lahore
SKANS School of Accountancy Gujranwala,"Opposite Regional Tax Office, Gulshan Colony, Pindi By Pass G.T. Road, Gujranwala",Icom FA,Private,0*,0*,Gujrawala
Rawalpindi College of Commerce & Science,"F-746 , Siddiqui Chowk , Satllite Town Rawalpindi",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Private,3*,3*,Rawalpindi
"Hamdard College of Science and Commerce, Karachi","Al-Majeed, Hamdard Center, Nazimabad #3, Karachi",FSc Pre Medical Fsc Pre Engineering ICom FA ICs Computer Science,Private,0*,0*,Karachi
Government Bacha Khan Girls Degree College Peshawar,Government Bacha Khan Girls Degree College Peshawar,FA FSc Pre Engineering Fsc Pre Medical ICom FA,Public,0*,0*,Peshawar
"Delhi Science & Commerce College, Karachi","Karim Abad, Federal B-Area, Karachi",ICs Computer Science FSc Pre Engineering FSc Pre Medical FA,Private,5*,5*,Karachi
Punjab Group of Colleges Hafizabad,55-Gulistan-e-Sultan Gujranwala Road Hafizabad,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,3*,3*,Hafizabad
Govt Khawaja Rafique Shaheed College,"Walton Road, Lahore",FSc Pre Medical FSc Pre Engineering ICS ICom FA,Public,4*,4*,Lahore
Govt College of Commerce Gujrat,Govt College of Commerce Gujrat,Dcom FA FSc Pre-Engineering FSc Pre-Medical ICS Icom DBA,Public,0*,0*,Gujrat
Punjab Group of Colleges Wazirabad,G.T Road Bypass Wazirabad,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,1*,1*,Wazirabad
Punjab Group of Colleges Rahim Yar Khan,"Khan Pur Road, Rahim Yar Khan",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Rahim Yar Khan
Govt College of Commerce Sabzazar Lahore,Sabzazar Lahore,FA ICS I.Com FSc,Private,0*,0*,Lahore
Memona Postgraduate College For Women Multan,"Memona Postgraduate College for Women 32-A, Gulghast Colony Multan City Multan",FSc Pre-Engineering Fsc Pre-Medical FA ICS Computer Science ICom FA General Science ,Private,0*,0*,Multan
Happy Place Group of Schools HPGS Karachi,"C - 266, 267, 268, Block 10, FB Area, Karachi, ",ICs Computer Science,Private,3*,3*,Karachi
